-5.59308725,27.6005121,-11.29655895
20.82880683,18.20694571,-15.33165949
9.94278573,25.58749676,0.494628276
-9.324956062,-16.30006557,34.77305818
-12.8903644,-23.62018323,4.34150977
-14.99835603,-19.87463538,8.630327754
-8.944164541,-22.60908811,8.130963904
-23.82191983,-14.64220299,-2.380725439
-1.270026482,-24.85000892,-4.479448256
-18.74480389,-13.24332478,21.35898246
-0.949629676,-21.07088649,18.58060097
-15.15568192,-20.18869005,21.80819857
-8.78751731,-22.90823087,20.80422419
-26.36535834,-10.35016085,0.328911461
5.959640751,-23.19402955,-5.70806734
-25.83479145,-13.36200489,-5.039314175
3.327697228,-26.1158481,-10.18904911
-28.11373267,-9.977082618,-8.491352596
8.156557065,-24.64741413,-14.90851382
-27.71382529,-4.309440202,-8.59212594
12.04250805,-19.79616752,-16.13368417
-16.84324102,-1.165834932,12.49857872
7.660245854,-10.87404952,8.796587424
8.488027533,25.1238058,1.272834966
7.697205735,23.12774474,2.226532223
6.878255686,20.96481008,3.459733817
6.037158611,18.78846334,5.001297052
5.253849045,16.7497951,7.238103913
4.447906049,14.67465058,9.529915221
3.615438654,12.53978247,11.7667751
2.765267332,10.38178643,14.00870431
1.881620985,8.228542016,16.30788768
0.945842731,6.04371504,18.55835847
-0.061400692,3.866583804,20.90060924
-1.209904187,1.576401745,23.22990998
-2.521586142,-0.901158912,25.65458564
-4.019189719,-3.721168441,28.22731386
-5.702708421,-6.965153968,30.86529358
-7.557653926,-10.57558089,33.49330718
-9.46516778,-14.37950491,34.94374419
-10.96212094,-17.45148187,33.94576927
-12.01041243,-19.66235829,31.38556258
-12.72193479,-21.14194301,28.0959909
7.326866304,25.21360232,1.647171116
6.415284276,22.9720364,2.642746793
5.464437483,20.64117775,3.97199562
4.478815284,18.42893744,5.891693025
3.500416488,16.32158142,8.181218116
2.513425167,14.21494558,10.47892015
1.525082088,12.08011492,12.6868987
0.503984154,9.965839794,14.91233078
-0.563358214,7.853595951,17.09163641
-1.69531979,5.766103001,19.23775299
-2.926743323,3.678016663,21.32536087
-4.302092594,1.544664834,23.43909488
-5.82001468,-0.74437772,25.64940196
-7.456787861,-3.355308563,27.95935946
-9.212988194,-6.409066833,30.36335213
-11.0782479,-9.787372437,32.78016331
-12.74992339,-13.26817395,33.96813673
-13.86771421,-16.19717395,33.01091922
-14.58827309,-18.34880128,30.821859
-14.96415447,-19.63802522,27.93311396
6.108601584,25.32161078,1.851273986
5.057535608,22.86648687,2.821442843
3.935119001,20.42477989,4.275276636
2.753544975,18.1514806,6.3136153
1.573749628,15.97322713,8.546590624
0.411243658,13.83032005,10.75493365
-0.746328431,11.66963733,12.82431643
-1.94313712,9.551047131,14.87158073
-3.187083622,7.480044024,16.84626679
-4.509161495,5.473329525,18.74833559
-5.901932312,3.478184088,20.52346931
-7.436409429,1.525185432,22.3897207
-9.015413932,-0.602026029,24.18042674
-10.68030454,-2.957294359,26.14278698
-12.45513125,-5.64136705,28.33165986
-14.19610721,-8.631192342,30.32803502
-15.50293302,-11.74075769,31.11672539
-16.17250648,-14.38156012,30.27582827
-16.50647766,-16.31912273,28.47503413
-16.59892395,-17.47925432,26.07527463
4.893313227,25.44130189,1.786554559
3.685417389,22.78884628,2.713236927
2.352847268,20.26143188,4.283869545
0.965565128,17.90721524,6.293173657
-0.395826282,15.64312941,8.387827752
-1.670926858,13.37047367,10.29737215
-2.991608195,11.16473757,12.19950121
-4.339924414,9.03466692,14.0282247
-5.765063019,7.037403366,15.83102574
-7.185263229,5.06998316,17.42165115
-8.696744968,3.219031435,18.99598677
-10.26413848,1.377838649,20.52730981
-11.83061917,-0.554507076,22.03305609
-13.36281902,-2.695520708,23.53552732
-15.03243049,-4.996162521,25.30870555
-16.56942177,-7.558403703,26.81461719
-17.58725821,-10.18925216,27.3456603
-17.99446696,-12.45326566,26.78311494
-17.93583819,-14.07564514,25.36212923
-17.82575965,-15.03376549,23.50433085
3.697675855,25.56094297,1.496881084
2.346940916,22.72044393,2.321779948
0.798983595,20.09785337,3.928349174
-0.76367736,17.62184934,5.811207472
-2.243550222,15.21499718,7.654048658
-3.640836399,12.84148674,9.353223517
-5.06470105,10.55117819,11.01586556
-6.529223502,8.406761505,12.63787993
-8.03589599,6.405563973,14.18656713
-9.572329847,4.560251689,15.63666961
-11.12275413,2.805697712,16.98927483
-12.59832858,1.025793963,18.18135821
-13.93696758,-0.84808638,19.22313272
-15.343992,-2.734466274,20.42000709
-16.9062732,-4.658189695,21.88158817
-18.25555182,-6.780533839,23.0473603
-19.0809418,-8.932925611,23.4724361
-19.35863205,-10.79713653,23.0974413
-19.17613846,-12.16407802,22.06660733
-18.91260047,-12.91365583,20.65780046
2.581153604,25.6704059,0.922265421
1.072102956,22.65173261,1.683706317
-0.6552883,19.90540163,3.23526348
-2.392496167,17.31256344,5.01581981
-4.006348804,14.78722783,6.684263658
-5.496729978,12.29763782,8.157261089
-6.97704713,9.919216782,9.55792673
-8.575824027,7.792188899,11.05736092
-10.1635357,5.850542349,12.44230956
-11.70593253,4.037730159,13.65860741
-13.07297051,2.218244515,14.58992865
-14.32998904,0.432951299,15.40291653
-15.55576116,-1.273924187,16.2432848
-16.95615542,-2.850978395,17.37344472
-18.38780757,-4.498066091,18.55187205
-19.62425924,-6.211682295,19.50550347
-20.34239478,-7.958257554,19.81439309
-20.5708439,-9.464673533,19.48008483
-20.44633551,-10.55032779,18.66626276
-20.12417273,-11.14426741,17.59852378
1.54162713,25.76877588,0.107987668
-0.089931944,22.56423934,0.769961295
-1.970833763,19.67595245,2.258047916
-3.930857418,17.01878254,4.035160482
-5.670569157,14.37763009,5.557116123
-7.26657148,11.80135414,6.847438864
-8.873966236,9.417122903,8.127294577
-10.52851915,7.283322516,9.430848425
-12.11014907,5.33342306,10.57032313
-13.39258286,3.375557624,11.29646237
-14.52636563,1.494965009,11.84108055
-15.65171769,-0.223602907,12.45979001
-17.02704694,-1.604989021,13.49090259
-18.53307002,-2.898325329,14.6202412
-19.94344648,-4.283079193,15.64928301
-20.98963621,-5.76352312,16.27880112
-21.5699739,-7.233259086,16.35070961
-21.75741357,-8.478411158,15.97703182
-21.66827687,-9.358260458,15.31124069
-21.40267204,-9.834140944,14.56768976
0.58687613,25.85160266,-0.903741211
-1.165531045,22.47838338,-0.327802017
-3.172013298,19.44693425,1.085642249
-5.308424022,16.69454929,2.815283798
-7.204226116,13.97389254,4.247524126
-8.963927123,11.37687348,5.452952517
-10.65031597,8.967479248,6.56497535
-12.36867173,6.863523872,7.716894003
-13.76203504,4.783025715,8.407745794
-14.81557621,2.732387724,8.68818406
-15.83193109,0.925263701,9.014261532
-17.14580734,-0.462737472,9.841875204
-18.76257669,-1.56841608,11.0976183
-20.33468554,-2.778240793,12.20607139
-21.62573188,-4.088702321,12.99525504
-22.48392425,-5.466908143,13.30381555
-22.95731515,-6.780155758,13.20257667
-23.11100409,-7.879910384,12.81982296
-23.02118799,-8.668330222,12.28837038
-22.77228164,-9.095301419,11.76056325
-0.279395242,25.92251572,-2.092786362
-2.096928593,22.36999763,-1.642868101
-4.248932718,19.21895061,-0.272935292
-6.516930018,16.33570634,1.369421587
-8.630985386,13.59717236,2.786910527
-10.54267907,10.99725339,3.90470559
-12.35860235,8.627728237,4.939092253
-14.00490636,6.448856193,5.752503473
-15.17334232,4.257468612,5.959217262
-16.13882268,2.253116183,5.967013759
-17.28655045,0.707758394,6.398815773
-18.93926864,-0.339217801,7.627883835
-20.71049698,-1.455794016,8.946824854
-22.23152892,-2.708166015,9.913766522
-23.35082987,-4.042575626,10.43316787
-24.05900329,-5.380420932,10.52632128
-24.46950601,-6.612998008,10.37286027
-24.58849287,-7.648327222,10.02108716
-24.46634051,-8.395897402,9.581859833
-24.21040109,-8.851862336,9.246025177
-1.073218132,25.99280344,-3.403267913
-2.927706044,22.26211037,-3.109957869
-5.279986768,19.03472451,-1.71752472
-7.676385265,16.02043583,-0.157981055
-10.01421417,13.28647854,1.258907984
-12.10136292,10.72325758,2.338454908
-14.02738166,8.39774682,3.270745324
-15.53608817,6.10621753,3.649196252
-16.55598036,3.875894127,3.422127711
-17.57213204,2.043869699,3.341803935
-19.01802388,0.794766258,4.108041265
-20.8562306,-0.333817905,5.53565658
-22.54344622,-1.636706218,6.701715303
-23.92354303,-2.931938533,7.465661679
-24.84857697,-4.269505852,7.743049828
-25.4629609,-5.536668632,7.751698994
-25.80062668,-6.679371706,7.58401375
-25.85243953,-7.634242553,7.251349974
-25.72335801,-8.362963985,6.935325714
-25.46677615,-8.84228793,6.783138209
-1.808341932,26.08317442,-4.816375741
-3.809154908,22.23044275,-4.565609384
-6.371545017,18.94889789,-3.114661161
-8.938504462,15.85999193,-1.585013291
-11.4573708,13.12577672,-0.167489637
-13.63916189,10.54392977,0.785717415
-15.59089577,8.200545356,1.489029253
-16.9843289,5.842715999,1.435379918
-18.04568443,3.659858008,0.963586865
-19.18882703,1.979780033,0.865353407
-20.74728238,0.61486679,1.825710721
